movie_id,title,release_date
239897,Dwegons,2014-01-24
184341,Hands of Stone,2016-08-26
334074,Survivor,2015-05-21
199373,The Frozen Ground,2013-07-18
14202,The Painted Veil,2006-12-09
6968,The Baader Meinhof Complex,2008-09-24
581,Dances with Wolves,1990-11-09
52449,Bad Teacher,2011-05-16
12150,Sea of Love,1989-09-15
11247,A Cinderella Story,2004-07-10
4232,Scream,1996-12-20
9378,Thir13en Ghosts,2001-10-26
694,The Shining,1980-05-22
105,Back to the Future,1985-07-03
11377,House on Haunted Hill,1999-10-29
26367,I Can Do Bad All By Myself,2009-09-11
385383,Fight Valley,2016-07-22
41210,The Switch,2010-05-11
12090,Just Married,2003-01-09
62630,The Devil's Double,2011-02-11
16110,Thomas and the Magic Railroad,2000-07-26
29427,The Crazies,2010-02-26
129,Spirited Away,2001-07-20
244114,Firestorm,2013-12-12
2669,The Bounty,1984-05-04
203833,The Book Thief,2013-11-08
13523,Sex Drive,2008-10-16
25195,Leap Year,2010-01-08
17277,The Fall of the Roman Empire,1964-03-24
50725,Take Me Home Tonight,2011-03-04
82631,Won't Back Down,2012-09-28
73191,The Nutcracker,1993-11-24
22479,Kansas City,1996-08-16
340611,Indignation,2016-07-29
10065,The Amityville Horror,2005-04-15
2757,Adaptation.,2002-12-06
11683,Land of the Dead,2005-06-24
244339,Out of Inferno,2013-03-10
1878,Fear and Loathing in Las Vegas,1998-05-22
23082,The Invention of Lying,2009-09-13
195589,Neighbors,2014-05-08
854,The Mask,1994-07-29
2280,Big,1988-06-03
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01
8835,Legally Blonde,2001-07-13
157,Star Trek III: The Search for Spock,1984-05-31
8643,The Exorcism of Emily Rose,2005-09-09
10402,Deuce Bigalow: Male Gigolo,1999-12-10
218043,Left Behind,2014-10-03
9043,The Family Stone,2005-12-14
21301,Barbershop 2:  Back in Business,2004-01-20
10147,Bad Santa,2003-11-26
816,Austin Powers: International Man of Mystery,1997-05-02
302688,My Big Fat Greek Wedding 2,2016-03-23
60307,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25
106,Predator,1987-06-11
279,Amadeus,1984-10-26
8617,Prom Night,2008-04-10
10625,Mean Girls,2004-04-30
10934,Under the Tuscan Sun,2003-04-30
5279,Gosford Park,2001-11-07
10013,Peggy Sue Got Married,1986-10-05
194662,Birdman,2014-08-27
160588,Blue Jasmine,2013-07-25
9829,United 93,2006-04-28
10028,Honey,2003-11-24
10535,Spy Hard,1996-05-24
790,The Fog,1980-02-08
43959,Soul Surfer,2011-04-08
10364,Catch-22,1970-06-24
16991,Observe and Report,2009-04-10
9610,Conan the Destroyer,1984-06-29
1578,Raging Bull,1980-11-14
25643,Love Happens,2009-09-18
11904,Young Sherlock Holmes,1985-12-04
28665,Fame,2009-01-01
44115,127 Hours,2010-11-05
10569,Small Time Crooks,2000-05-19
10560,Center Stage,2000-05-12
333348,Love the Coopers,2015-11-12
20483,Catch That Kid,2004-02-06
11457,Life as a House,2001-10-25
321697,Steve Jobs,2015-10-09
19840,"I Love You, Beth Cooper",2009-07-10
22327,Youth in Revolt,2009-09-11
38665,The Legend of the Lone Ranger,1981-08-20
2575,The Tailor of Panama,2001-02-11
11644,Blow Out,1981-07-24
146227,Getaway,2013-08-29
68924,The Ice Storm,1997-09-27
253235,And So It Goes,2014-07-20
22102,Troop Beverly Hills,1989-03-22
18701,Being Julia,2004-09-03
10068,Nine 1/2 Weeks,1986-02-14
848,Dragonslayer,1981-06-26
36811,The Last Station,2009-09-04
522,Ed Wood,1994-09-27
130150,Labor Day,2013-12-27
12246,Mongol: The Rise of Genghis Khan,2007-09-20
13809,RockNRolla,2008-09-04
27380,Megaforce,1982-06-25
10549,Hamlet,1996-12-25
33870,Mao's Last Dancer,2009-10-01
245703,Midnight Special,2016-02-18
10739,Anything Else,2003-08-27
127560,The Railway Man,2013-12-26
37903,The White Ribbon,2009-05-21
396152,Restoration,2016-05-03
10017,The Wraith,1986-11-21
11468,Salton Sea,2002-01-01
193613,Metallica: Through the Never,2013-09-25
17436,The Informers,2008-11-05
43434,Carlos,2010-05-19
31166,I Come with the Rain,2009-05-14
69848,One Man's Hero,1999-08-02
8408,Day of the Dead,1985-07-19
332411,I Am Wrath,2016-04-14
9389,Renaissance,2006-03-16
9626,Red Sonja,1985-04-09
75638,Red Lights,2012-03-02
8363,Superbad,2007-08-17
15670,Madea Goes to Jail,2009-02-16
290555,Wolves,2014-08-28
8328,Step Up 2: The Streets,2008-02-14
10982,Hoodwinked!,2005-12-16
205,Hotel Rwanda,2004-09-11
1620,Hitman,2007-11-21
175541,Black Nativity,2013-11-27
241254,The Prince,2014-08-22
31932,City of Ghosts,2002-01-01
1933,The Others,2001-08-02
679,Aliens,1986-07-18
11113,My Fair Lady,1964-10-21
3597,I Know What You Did Last Summer,1997-10-17
193893,Let's Be Cops,2014-08-13
9675,Sideways,2004-10-22
9988,Beerfest,2006-08-25
948,Halloween,1978-10-25
21765,Good Boy!,2003-10-10
146304,The Best Man Holiday,2013-11-15
7516,Smokin' Aces,2006-12-09
41439,Saw: The Final Chapter,2010-10-21
2752,40 Days and 40 Nights,2002-03-01
9429,A Night at the Roxbury,1998-10-01
38117,Beastly,2011-01-21
9792,The Hills Have Eyes,2006-03-10
13778,Dickie Roberts: Former Child Star,2003-09-05
228203,"McFarland, USA",2015-02-20
41382,Lottery Ticket,2010-08-20
13960,ATL,2006-03-31
114150,Pitch Perfect,2012-09-28
26602,Summer Catch,2001-08-22
10223,A Simple Plan,1998-12-11
16028,They,2002-11-01
15639,Larry the Cable Guy: Health Inspector,2006-03-24
16112,The Adventures of Elmo in Grouchland,1999-10-01
26390,Brooklyn's Finest,2009-01-16
27759,55 Days at Peking,1963-05-06
109428,Evil Dead,2013-04-05
23049,My Life in Ruins,2009-02-06
9310,American Dreamz,2006-03-04
11411,Superman IV: The Quest for Peace,1987-07-23
16988,How She Move,2008-01-25
7304,Running Scared,2006-01-06
24747,Bobby Jones: Stroke of Genius,2004-04-30
58048,Shanghai Surprise,1986-08-29
1491,The Illusionist,2006-08-18
2989,Roar,1981-11-12
10629,Veronica Guerin,2003-07-11
255343,Escobar: Paradise Lost,2014-10-11
4723,Southland Tales,2006-05-15
10800,Dragon Hunters,2008-03-19
25763,Damnation Alley,1977-09-10
79694,The Apparition,2012-08-23
4032,My Girl,1991-11-27
18615,Fur: An Imaginary Portrait of Diane Arbus,2006-08-30
10673,Wall Street,1987-12-10
4584,Sense and Sensibility,1995-12-13
2977,Becoming Jane,2007-03-02
10760,Sydney White,2007-09-21
11093,House of Sand and Fog,2003-12-19
207,Dead Poets Society,1989-06-02
8467,Dumb and Dumber,1994-12-16
639,When Harry Met Sally...,1989-07-21
24226,The Verdict,1982-12-08
9285,Road Trip,2000-05-19
14709,Varsity Blues,1999-01-15
74643,The Artist,2011-05-15
13788,The Unborn,2009-01-09
83666,Moonrise Kingdom,2012-05-16
10781,The Texas Chainsaw Massacre: The Beginning,2006-10-06
318850,The Young Messiah,2016-03-10
13908,The Master of Disguise,2002-08-02
1417,Pan's Labyrinth,2006-05-27
39180,See Spot Run,2001-03-02
16161,Baby Boy,2001-06-27
49950,The Roommate,2011-02-04
10956,Joe Dirt,2001-04-10
9594,Double Impact,1991-08-10
4638,Hot Fuzz,2007-02-14
13972,The Women,2008-09-12
5038,Vicky Cristina Barcelona,2008-08-15
13491,Arn: The Knight Templar,2007-12-17
10571,Boys and Girls,2000-06-16
10994,White Oleander,2002-10-11
19994,Jennifer's Body,2009-09-18
25166,Drowning Mona,2000-03-03
30890,Radio Days,1987-01-30
23169,Remember Me,2010-03-12
17403,How to Deal,2003-07-18
12120,My Stepmother is an Alien,1988-12-09
9800,Philadelphia,1993-12-22
1090,The Thirteenth Floor,1999-04-16
18475,The Cookout,2004-09-03
40160,Meteor,1979-10-19
18074,Duets,2000-09-09
9689,Hollywood Ending,2002-05-03
9781,Detroit Rock City,1999-08-13
8009,Highlander,1986-03-07
3877,Things We Lost in the Fire,2007-09-26
8854,Steel,1997-08-15
152599,The Immigrant,2013-07-03
18840,The White Countess,2005-10-30
68727,Trance,2013-03-27
12657,Soul Plane,2004-05-28
8265,Welcome to the Sticks,2008-01-09
12410,Good,2008-12-11
34647,Enter the Void,2009-05-05
73935,Vamps,2012-08-25
28178,Hachi: A Dog's Tale,2009-06-13
185567,Zulu,2013-12-04
264656,The Homesman,2014-05-18
35696,Juwanna Mann,2002-06-21
16351,Ararat,2002-05-20
38717,Madison,2001-01-23
18777,Slow Burn,2005-09-12
2110,Wasabi,2001-10-31
9035,Slither,2006-03-31
90,Beverly Hills Cop,1984-11-29
771,Home Alone,1990-11-09
12154,Three Men and a Baby,1987-11-27
9576,Tootsie,1982-12-16
744,Top Gun,1986-05-16
146,"Crouching Tiger, Hidden Dragon",2000-10-01
14,American Beauty,1999-09-15
45269,The King's Speech,2010-09-06
9493,Twins,1988-12-09
22556,The Yellow Handkerchief,2008-12-17
873,The Color Purple,1985-12-18
33196,Tidal Wave,2009-06-06
205596,The Imitation Game,2014-11-14
10765,Private Benjamin,1980-10-06
16769,Coal Miner's Daughter,1980-03-07
33217,Diary of a Wimpy Kid,2010-03-19
132232,Mama,2013-01-17
11153,National Lampoon's Vacation,1983-07-28
208134,Bad Grandpa,2013-10-22
1165,The Queen,2006-09-15
4011,Beetlejuice,1988-02-29
17202,Why Did I Get Married?,2007-10-12
9587,Little Women,1994-12-21
65086,The Woman in Black,2012-02-01
10053,When a Stranger Calls,2006-02-03
11870,Big Fat Liar,2002-02-08
11778,The Deer Hunter,1978-12-08
586,Wag the Dog,1997-12-25
18736,The Lizzie McGuire Movie,2003-04-25
134411,Snitch,2013-02-21
287903,Krampus,2015-11-26
9276,The Faculty,1998-12-25
15765,What's Love Got to Do with It,1993-06-09
2142,Cop Land,1997-08-15
11397,Not Another Teen Movie,2001-12-07
77016,End of Watch,2012-09-20
11478,The Skulls,2000-03-31
266856,The Theory of Everything,2014-11-26
13411,Malibu's Most Wanted,2003-04-10
10564,Where the Heart Is,2000-04-27
947,Lawrence of Arabia,1962-12-10
24150,Halloween II,2009-08-28
228970,Wild,2014-12-05
18405,The Last House on the Left,2009-03-13
6961,The Wedding Date,2005-02-04
11442,Halloween: Resurrection,2002-07-01
2493,The Princess Bride,1987-09-18
14047,The Great Debaters,2007-12-27
64690,Drive,2011-08-06
11132,Confessions of a Teenage Drama Queen,2004-02-17
17127,The Object of My Affection,1998-04-17
1562,28 Weeks Later,2007-04-26
232679,When the Game Stands Tall,2014-08-22
17880,Because of Winn-Dixie,2005-02-18
14736,Love & Basketball,2000-04-21
9434,Grosse Pointe Blank,1997-04-11
23706,All About Steve,2009-09-04
11531,Book of Shadows: Blair Witch 2,2000-10-27
9100,The Craft,1996-05-03
116,Match Point,2005-10-26
38843,Ramona and Beezus,2010-07-23
1245,The Remains of the Day,1993-11-05
4995,Boogie Nights,1997-09-11
10413,Nowhere to Run,1993-01-15
14012,Flicka,2006-10-20
9793,The Hills Have Eyes 2,2007-03-22
12212,Urban Legends: Final Cut,2000-09-19
13768,Tuck Everlasting,2002-10-11
8975,The Marine,2006-10-13
342521,Keanu,2016-04-21
45272,Country Strong,2010-12-22
9424,Disturbing Behavior,1998-07-24
97367,The Place Beyond the Pines,2013-03-20
254904,The November Man,2014-08-27
18681,Eye of the Beholder,1999-09-04
12162,The Hurt Locker,2008-10-10
11495,Firestarter,1984-05-11
64689,Killing Them Softly,2012-09-20
157849,A Most Wanted Man,2014-07-25
13166,Freddy Got Fingered,2001-04-18
15511,VeggieTales: The Pirates Who Don't Do Anything,2008-01-11
37003,U2 3D,2007-05-19
12211,Highlander: Endgame,2000-09-01
13816,Idlewild,2006-08-25
51828,One Day,2011-03-02
22798,Whip It,2009-09-13
7501,Knockaround Guys,2001-09-07
10743,Confidence,2003-04-25
37718,The Muse,1999-08-27
15237,De-Lovely,2004-07-02
9686,New York Stories,1989-03-10
17644,Barney's Great Adventure,1998-01-01
97430,The Man with the Iron Fists,2012-11-02
12257,Home Fries,1998-11-25
13539,Here On Earth,2000-03-23
68,Brazil,1985-02-20
14024,Raise Your Voice,2004-08-10
115,The Big Lebowski,1998-03-06
7874,Black Snake Moan,2006-12-08
4911,Dark Blue,2002-12-14
1988,A Mighty Heart,2007-01-01
16222,Whatever It Takes,2000-03-31
9557,Boat Trip,2002-10-01
9026,The Importance of Being Earnest,2002-05-17
57943,The Love Letter,1998-02-01
18276,Hoot,2006-05-05
8321,In Bruges,2008-02-08
72359,Peeples,2013-05-09
10186,The Rocker,2008-08-20
25704,Post Grad,2009-08-21
133694,Promised Land,2012-09-23
19265,Whatever Works,2009-06-19
36047,The In Crowd,2000-07-19
8053,The Three Burials of Melquiades Estrada,2005-11-17
2290,Jakob the Liar,1999-09-16
5236,Kiss Kiss Bang Bang,2005-09-05
6552,Idle Hands,1999-04-30
1018,Mulholland Drive,2001-05-16
10075,Blood and Chocolate,2007-01-26
38031,You Will Meet a Tall Dark Stranger,2010-05-23
42188,Never Let Me Go,2010-09-15
112430,The Company,2007-08-05
6687,Transsiberian,2008-01-18
13853,The Clan of the Cave Bear,1986-01-17
31306,Crazy in Alabama,1999-10-22
8461,Funny Games,2007-10-20
331592,Listening,2015-09-11
47692,Felicia's Journey,1999-11-24
19,Metropolis,1927-01-10
10045,District B13,2004-11-09
400,Things to Do in Denver When You're Dead,1995-12-01
253450,The Assassin,2015-08-27
9104,Buffalo Soldiers,2001-09-08
11190,The Return,2003-06-25
16353,Ong Bak 2,2008-12-04
23759,Centurion,2010-02-15
24206,Silent Trigger,1996-06-26
10185,The Midnight Meat Train,2008-08-07
75033,Winnie Mandela,2011-09-16
74536,The Son of No One,2011-11-04
31668,All The Queen's Men,2001-10-14
13501,The Good Night,2007-01-25
15208,Bathory: Countess of Blood,2008-07-04
172391,Khumba,2013-07-18
262543,Automata,2014-10-09
9288,Dungeons & Dragons: Wrath of the Dragon God,2005-01-01
370980,Chiamatemi Francesco - Il Papa della gente,2015-12-03
20083,Shinjuku Incident,2009-03-22
40880,Pandaemonium,2001-06-29
137,Groundhog Day,1993-02-11
264999,Magic Mike XXL,2015-07-01
454,Romeo + Juliet,1996-10-31
53457,Sarah's Key,2010-09-16
288980,Freedom,2014-08-21
33,Unforgiven,1992-08-07
1951,Manderlay,2005-05-16
12405,Slumdog Millionaire,2008-05-12
10998,Fatal Attraction,1987-09-11
114,Pretty Woman,1990-03-23
9396,Crocodile Dundee II,1988-05-19
319910,Broken Horses,2015-03-15
2604,Born on the Fourth of July,1989-12-20
864,Cool Runnings,1993-09-30
14435,My Bloody Valentine,2009-01-16
1931,Stomp the Yard,2007-05-16
691,The Spy Who Loved Me,1977-07-07
9877,Urban Legend,1998-09-25
62008,Good Deeds,2012-02-23
12227,White Fang,1991-01-18
13824,Superstar,1999-10-08
71688,The Iron Lady,2011-12-30
15173,Jonah: A VeggieTales Movie,2002-10-04
8291,Poetic Justice,1993-07-23
13950,All About the Benjamins,2002-03-08
12158,Vampire in Brooklyn,1995-10-27
11586,Exorcist II: The Heretic,1977-06-17
10008,An American Haunting,2005-05-05
2830,My Boss's Daughter,2003-08-21
12403,A Perfect Getaway,2009-06-08
34563,Our Family Wedding,2010-03-12
14557,Dead Man on Campus,1998-08-21
10368,Tea with Mussolini,1999-03-25
10280,Thinner,1996-10-25
12637,"New York, New York",1977-06-21
34152,Crooklyn,1994-05-13
14434,I Think I Love My Wife,2007-03-16
11470,Jason X,2001-07-24
10741,Bobby,2006-09-05
24940,Head Over Heels,2001-02-02
82679,Fun Size,2012-10-25
2013,The Diving Bell and the Butterfly,2007-05-22
1440,Little Children,2006-10-06
18041,Gossip,2000-04-21
28029,A Walk on the Moon,1999-01-29
1123,Catch a Fire,2006-10-27
14033,Soul Survivors,2001-09-06
87729,Jefferson in Paris,1995-03-31
16899,Easy Virtue,2008-01-01
41317,Caravans,1978-11-02
245700,Mr. Turner,2014-10-31
37842,Wild Grass,2009-05-20
9045,Amen.,2002-02-13
44092,Reign of Assassins,2010-09-01
16005,The Lucky Ones,2008-09-26
44754,Margaret,2011-09-30
23988,Stan Helsing,2009-10-27
43949,Flipped,2010-08-06
142,Brokeback Mountain,2005-09-02
9603,Clueless,1995-07-19
10712,Far from Heaven,2002-09-01
243938,Hot Tub Time Machine 2,2015-02-20
10876,Quills,2000-11-22
86838,Seven Psychopaths,2012-09-07
25208,The Caveman's Valentine,2001-01-19
613,Downfall,2004-09-08
1913,The Sea Inside,2004-09-03
97370,Under the Skin,2014-03-14
801,"Good Morning, Vietnam",1987-12-23
70829,The Last Godfather,2010-12-29
54518,Justin Bieber: Never Say Never,2011-02-11
44214,Black Swan,2010-12-02
240,The Godfather: Part II,1974-12-20
9816,Save the Last Dance,2001-01-12
10131,A Nightmare on Elm Street 4: The Dream Master,1988-08-19
339984,Miracles from Heaven,2016-03-17
8859,"Dude, Where’s My Car?",2000-12-15
11967,Young Guns,1988-08-12
239563,St. Vincent,2014-10-09
222899,About Last Night,2014-02-14
4951,10 Things I Hate About You,1999-03-30
10985,The New Guy,2002-05-10
9644,National Lampoon's Loaded Weapon 1,1993-02-04
332567,The Shallows,2016-06-24
1954,The Butterfly Effect,2004-01-22
15489,Snow Day,2000-02-11
15250,This Christmas,2007-11-27
22345,Baby Geniuses,1999-03-12
9448,The Big Hit,1998-04-24
38223,Harriet the Spy,1996-07-10
11186,Child's Play 2,1990-11-09
136835,No Good Deed,2014-09-10
5876,The Mist,2007-11-21
264660,Ex Machina,2015-01-21
492,Being John Malkovich,1999-09-30
25462,Two Can Play That Game,2001-09-07
238603,Earth to Echo,2014-06-14
10691,Crazy/Beautiful,2001-06-29
1251,Letters from Iwo Jima,2006-12-19
5172,The Astronaut Farmer,2006-10-15
58680,Woo,1998-05-08
264644,Room,2015-10-16
14577,Dirty Work,1998-06-12
11592,Serial Mom,1994-04-13
16406,Dick,1999-08-04
19052,Light It Up,1999-11-04
3682,54,1998-08-28
9683,Bubble Boy,2001-08-24
2084,Birthday Girl,2001-09-06
107811,21 & Over,2013-03-01
2266,"Paris, je t'aime",2006-05-16
13074,Resurrecting the Champ,2007-06-14
144340,Admission,2013-03-21
48217,The Widow of Saint-Pierre,2000-01-01
28211,Chloe,2009-03-25
47502,Faithful,1996-04-03
9950,Find Me Guilty,2006-03-16
84892,The Perks of Being a Wallflower,2012-09-20
24227,Excessive Force,1993-05-14
9672,Infamous,2006-11-16
44853,The Claim,2000-12-29
157544,The Vatican Tapes,2015-07-24
59678,Attack the Block,2011-05-12
79777,In the Land of Blood and Honey,2011-12-23
158011,The Call,2013-03-14
407887,Operation Chromite,2016-07-27
17043,The Crocodile Hunter: Collision Course,2002-07-26
8952,I Love You Phillip Morris,2009-01-18
62204,Quest for Fire,1981-12-15
13435,Antwone Fisher,2002-12-19
17187,The Emperor's Club,2002-11-22
319,True Romance,1993-09-09
59457,Womb,2010-07-15
9504,Glengarry Glen Ross,1992-09-15
37414,The Killer Inside Me,2010-02-19
6217,Cat People,1982-04-02
26688,Sorority Row,2009-09-09
43867,The Prisoner of Zenda,1937-09-03
6615,Lars and the Real Girl,2007-10-12
14574,The Boy in the Striped Pyjamas,2008-05-07
16,Dancer in the Dark,2000-05-17
39780,Oscar and Lucinda,1997-12-31
21612,The Funeral,1996-01-26
36691,Solitary Man,2009-09-07
23631,Machete,2010-09-01
45324,Casino Jack,2010-09-16
12144,The Land Before Time,1988-11-18
11658,Tae Guk Gi: The Brotherhood of War,2004-02-05
56601,The Perfect Game,2010-04-01
9552,The Exorcist,1973-12-26
578,Jaws,1975-06-18
2105,American Pie,1999-07-09
126319,Ernest & Celestine,2012-12-12
10136,The Golden Child,1986-12-12
67660,Think Like a Man,2012-04-16
10611,Barbershop,2002-04-01
154,Star Trek II: The Wrath of Khan,1982-06-03
3049,Ace Ventura: Pet Detective,1994-02-04
860,WarGames,1983-06-03
9281,Witness,1985-02-08
75674,Act of Valor,2012-02-24
9762,Step Up,2006-08-11
3179,Beavis and Butt-Head Do America,1996-12-15
184,Jackie Brown,1997-12-24
13335,Harold & Kumar Escape from Guantanamo Bay,2008-04-25
76726,Chronicle,2012-02-01
10269,Yentl,1983-11-18
36819,Time Bandits,1981-07-13
17130,Crossroads,2002-02-15
57214,Project X,2012-03-01
11202,Patton,1970-01-25
9357,One Hour Photo,2002-08-21
13812,Quarantine,2008-10-10
9030,The Eye,2008-02-01
19084,Johnson Family Vacation,2004-04-07
8386,How High,2001-12-21
10437,The Muppet Christmas Carol,1992-12-10
1360,Frida,2002-08-29
101267,Katy Perry: Part of Me,2012-06-28
222935,The Fault in Our Stars,2014-05-16
10220,Rounders,1998-09-11
284296,Top Five,2014-12-12
31915,Prophecy,1979-01-01
11601,Stir of Echoes,1999-09-10
205220,Philomena,2013-11-01
11354,The Upside of Anger,2005-01-23
16241,The Boys from Brazil,1978-10-05
14191,Aquamarine,2006-03-03
286565,Paper Towns,2015-06-18
26710,My Baby's Daddy,2004-01-09
129670,Nebraska,2013-09-21
9059,Tales from the Crypt: Demon Knight,1995-01-13
34549,Max Keeble's Big Move,2001-10-05
57157,Young Adult,2011-12-16
1948,Crank,2006-08-31
28353,Def Jam's How to Be a Player,1997-08-06
46889,Living Out Loud,1998-10-30
38093,Just Wright,2010-05-14
14976,Rachel Getting Married,2008-10-03
11027,The Postman Always Rings Twice,1981-03-20
3635,Girl with a Pearl Earring,2003-08-31
387,Das Boot,1981-09-16
6020,Sorority Boys,2002-03-22
122906,About Time,2013-08-16
9550,House of Flying Daggers,2004-05-19
60599,Arbitrage,2012-09-14
227719,Project Almanac,2015-01-30
14299,Cadillac Records,2008-12-05
19419,Screwed,2000-05-12
12088,Fortress,1992-09-30
14799,For Your Consideration,2006-11-22
9466,Celebrity,1998-09-07
7510,Running with Scissors,2006-10-27
31246,From Justin to Kelly,2003-06-20
61752,Girl 6,1996-03-22
10944,In the Cut,2003-09-09
10362,Two Lovers,2008-11-19
14778,Last Orders,2001-09-10
1255,The Host (2006),2006-07-27
45226,The Pursuit of D.B. Cooper,1981-11-13
10212,Ravenous,1999-03-16
8669,Charlie Bartlett,2008-02-22
179144,The Great Beauty,2013-05-21
16857,The Dangerous Lives of Altar Boys,2002-06-14
86825,Stoker,2013-02-28
844,2046,2004-05-20
8060,Married Life,2007-09-12
15907,Duma,2005-04-22
38448,Ondine,2009-09-14
327,Brother,2000-09-09
9260,Welcome to Collinwood,2002-05-24
61337,Critical Care,1997-10-31
13079,The Life Before Her Eyes,2007-09-08
89325,Darling Companion,2012-04-20
4170,Trade,2007-01-23
41508,Fateless,2005-02-10
12479,Breakfast of Champions,1999-02-13
44555,"A Woman, a Gun and a Noodle Shop",2009-12-11
10133,Cypher,2002-10-01
21345,City of Life and Death,2009-04-22
173931,Legend of a Rabbit,2011-01-01
61984,Space Battleship Yamato,2010-12-01
50601,5 Days of War,2011-04-14
26466,Triangle,2009-10-16
345003,10 Days in a Madhouse,2015-11-20
236751,Heaven is for Real,2014-04-16
107,Snatch,2000-09-01
357837,Dancin' It's On,2015-10-16
8913,Pet Sematary,1989-04-21
13889,Madadayo,1993-04-17
18530,The Cry of the Owl,2009-02-07
358451,A Tale of Three Cities,2015-08-28
927,Gremlins,1984-06-07
11,Star Wars,1977-05-25
291870,Dirty Grandpa,2016-01-21
907,Doctor Zhivago,1965-12-22
206563,Trash,2014-10-09
11887,High School Musical 3: Senior Year,2008-10-22
45317,The Fighter,2010-12-17
12094,Jackass Number Two,2006-09-22
10377,My Cousin Vinny,1992-03-13
249164,If I Stay,2014-08-21
256092,Drive Hard,2014-05-26
9942,Major League,1989-02-16
10748,St. Trinian's,2007-12-21
1817,Phone Booth,2002-09-09
10229,A Walk to Remember,2002-01-25
687,Dead Man Walking,1995-12-29
796,Cruel Intentions,1999-03-05
22804,Saw VI,2009-10-22
10156,History of the World: Part I,1981-06-12
12837,The Secret Life of Bees,2008-09-17
17708,Corky Romano,2001-10-12
13937,Raising Cain,1992-08-07
28932,F.I.S.T.,1978-04-26
31909,Invaders from Mars,1986-01-01
167073,Brooklyn,2015-10-20
3175,Barry Lyndon,1975-12-18
14369,Out Cold,2001-11-21
16888,The Ladies Man,2000-10-13
121826,Quartet,2012-09-08
10646,Tomcats,2001-03-30
12149,Frailty,2001-11-17
304357,Woman in Gold,2015-04-10
11184,Kinsey,2004-09-04
766,Army of Darkness,1992-10-09
20009,Slackers,2002-02-01
1587,What's Eating Gilbert Grape,1993-12-17
30973,The Visual Bible: The Gospel of John,2003-09-11
11109,Vera Drake,2004-10-22
9027,The Guru,2002-08-21
63020,The Perez Family,1995-05-12
86829,Inside Llewyn Davis,2013-10-06
11065,O,2001-08-31
13888,Return to the Blue Lagoon,1991-08-02
42345,The Molly Maguires,1970-01-27
13994,Romance & Cigarettes,2005-09-13
1590,Copying Beethoven,2006-09-10
62728,Brighton Rock,2010-09-13
11917,Saw V,2008-10-23
45138,Machine Gun McCain,1969-04-01
80271,LOL,2012-02-10
4657,Jindabyne,2006-07-20
14395,Kabhi Alvida Naa Kehna,2006-08-11
24137,An Ideal Husband,1999-04-15
190847,The Last Days on Mars,2013-08-11
11056,Darkness,2002-10-02
62,2001: A Space Odyssey,1968-04-10
601,E.T. the Extra-Terrestrial,1982-04-03
13067,In the Land of Women,2007-04-16
25379,The Blue Butterfly,2004-02-20
88641,There Goes My Baby,1994-09-02
58051,Housefull,2010-04-30
14877,September Dawn,2007-05-17
96399,For Greater Glory - The True Story of Cristiada,2012-06-01
304410,The Bélier Family,2014-12-17
489,Good Will Hunting,1997-12-05
373314,Misconduct,2016-02-05
214,Saw III,2006-10-27
10890,Stripes,1981-06-25
1588,Bring It On,2000-08-25
316727,The Purge: Election Year,2016-06-29
10314,She's All That,1999-01-29
663,Saw IV,2007-10-25
11804,White Noise,2005-01-07
16781,Madea's Family Reunion,2006-02-24
11873,The Color of Money,1986-10-07
9289,The Longest Day,1962-09-25
10414,The Mighty Ducks,1992-10-01
1970,The Grudge,2004-10-22
9614,Happy Gilmore,1996-02-16
8922,Jeepers Creepers,2001-07-01
1648,Bill & Ted's Excellent Adventure,1989-02-17
17917,Oliver!,1968-09-26
74534,The Best Exotic Marigold Hotel,2011-11-28
19405,Recess: School's Out,2001-01-27
9355,Mad Max Beyond Thunderdome,1985-06-29
10999,Commando,1985-10-03
321258,The Boy,2016-01-22
44040,Devil,2010-01-13
10426,Friday After Next,2002-11-22
280092,Insidious: Chapter 3,2015-06-04
13938,The Last Dragon,1985-03-22
10163,The Lawnmower Man,1992-03-05
12182,Nick and Norah's Infinite Playlist,2008-10-03
1832,Dogma,1999-11-12
9034,The Banger Sisters,2002-09-20
15301,Twilight Zone: The Movie,1983-06-24
10135,Road House,1989-05-19
26352,A Low Down Dirty Shame,1994-11-23
20616,Swimfan,2002-09-06
9794,Employee of the Month,2006-10-06
15037,Can't Hardly Wait,1998-06-12
227,The Outsiders,1983-03-25
294272,Pete's Dragon,2016-08-10
11336,The Dead Zone,1983-10-21
283445,Sinister 2,2015-08-19
88036,Sparkle,2012-08-17
10984,Valentine,2001-02-01
22824,The Fourth Kind,2009-11-06
9526,A Prairie Home Companion,2006-06-09
39349,Sugar Hill,1994-02-25
15983,Invasion U.S.A.,1985-09-27
14544,Roll Bounce,2005-09-23
11545,Rushmore,1998-09-17
42684,Skyline,2010-11-11
268238,The Second Best Exotic Marigold Hotel,2015-02-26
8359,Kit Kittredge: An American Girl,2008-07-02
15648,The Perfect Man,2005-06-17
41823,Mo' Better Blues,1990-08-03
11891,Kung Pow: Enter the Fist,2002-01-25
9362,Tremors,1990-01-19
9902,Wrong Turn,2003-05-30
14729,The Long Riders,1980-05-12
9455,The Corruptor,1999-03-12
